exposure_type,account_number,entity_code,entity_name,account_status,account_balance,product_code,product_subcode,cost_center,days_delinquent,days_delinquent_bucket,npl_flag,date_opened
Loan,2635e1782ddee1fe9dd9586bb7a1aac7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2003-01-13
Loan,195fc1f5153eb791aa5dc4f230e17a6d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-05-09
Loan,be04956fd0db50b34ea9dc6d487f33b8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2002-07-17
Loan,cf85f7c2fe3d22a2f4a55ba0ab707b9f,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-10-16
Loan,30cbb3df3bf4726e0fc2e4570c56875e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2007-01-19
Loan,07a25aee95183c6b8ef2191df98345fe,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-07-26
Loan,bddb5ef62175793bcc9719182d5731c7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-10-29
Loan,238d667e83ff537ea0f4ff1c371ee651,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-02-10
Loan,17daf9af946cd8f437aa3a029195ea51,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2016-03-20
Loan,b6e47c5e794410675a5c7c5e6158aa71,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2014-09-05
Loan,ae2c4140c7ba9ac94a76db3032d39f9f,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-03-12
Loan,79fa3e44ba3b28f2b41fe2ac3b329e63,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-08-23
Loan,783fe5892beb40d7fe994bb04738212c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2006-01-30
Loan,7a4e18c9f12a89561f0f6582bdf2787a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1993-10-24
Loan,5e92da2c9725c0b08eb65f19866b8c35,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2004-05-07
Loan,68f650fdbb681258e6b1348d05816d8c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-12-11
Loan,65c15648f54211a7275c072bc608639c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2003-11-29
Loan,99a745d345e31a7231724b44a083224e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2007-02-03
Loan,023fce697faede0b6f105a82ecd1e123,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2007-02-19
Loan,2516327403de57d761b0c9842b874f3a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1998-11-20
Loan,47cb39ea9faa98d971d56326c302d781,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-07-27
Loan,6b311ec5f60f8a37d268b3c2589aa2d8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1994-09-02
Loan,a00ca2a360734d0f2c21be11e88f43e7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2016-03-15
Loan,88a49527783b5f9d331c377e84614f82,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2004-07-15
Loan,846b95c11ab7a74cf27e92eac5005dba,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1997-09-01
Loan,cd21dd01bd4cff4aba40f9006f5455ed,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2003-12-03
Loan,4841c36384cca8078b9ba7fd7b1ed67a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2009-07-05
Loan,007fb80c8165a2b3d39ea8878a666427,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2002-09-05
Loan,3041626aeb07e902f4c9fefe3bb8ef30,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2012-05-31
Loan,e281ce88c2d8bf3eb32e1d5f1efc99ee,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-11-06
Loan,55b905d269964cadf5f1460fcca2644e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-01-30
Loan,298ddace2c716feabe1eb43e4eaa7c7f,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2009-10-28
Loan,a318e764f6697f00295de9a1c3259530,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-01-27
Loan,65c7e4dc463f1e8ad0cb0da6c6e57860,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2012-06-07
Loan,d7f6ae781348c16bcf7cdc7b186f5783,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2017-02-27
Loan,58c1e0b6f16262abc2baa54bd7ab8b0b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1995-03-12
Loan,5f4e26a4422c3adbb655ffd685877b20,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2014-03-23
Loan,4e20f9cd58dd429bb3445c1c8f706c32,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2007-08-27
Loan,6002025355b1143ea0e8b6b0b0f08031,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2007-01-16
Loan,13e9ecf7114cdf68d58dd171e2d9904b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-08-18
Loan,0e8840882d451ce3656e4b6e6da1172d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-08-15
Loan,761e11a426c11e0c3562a5c9ac4a5572,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-11-22
Loan,2cb5d919d7fd25ccb1ddb335df2d7d0b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2003-03-15
Loan,b5b9e92593595c4a1abda17466da98a1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2004-05-06
Loan,6e3ea8174f797cde5ff6c1fdcc3ae0c0,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-12-18
Loan,d66a936d3fadd6aec4dab206070cdb8e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-05-06
Loan,ef63f11a1e038b0b5f2cfdda746f273f,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2004-06-14
Loan,a63da04175a15687b7212c07d2b5a02b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-05-14
Loan,5b1ac008e584d858d51c7ed24545a5cf,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2013-05-03
Loan,f1c99975186c20d2d849faa860415867,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-08-02
Loan,c2bd97264b461dd5447b80e0593f1e8a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-02-24
Loan,3ff04a075f83e9539ac1c1fa5e96e994,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-07-21
Loan,f0996530062cd3f9a6bcf46a61128439,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2005-01-31
Loan,77f01961cf8992b0594fc9be80a30f24,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-09-06
Loan,4c17baca246a4feaa5c417825e0771f8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2016-06-21
Loan,2ad9de9113ce115c8af8a1359487bf15,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1994-01-22
Loan,6d769462abd7902d773cb006d07d6885,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-05-01
Loan,917a8527accf5707c8fa439dfb1ce7b2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2014-01-09
Loan,04de8e763a013be280c94a0803858d49,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2009-01-04
Loan,e143470b9603c4df925c7d6726bec060,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2013-03-13
Loan,0ef40c3052c4cf129f16f3b9fc8e36d0,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-05-03
Loan,37651acdaf1ddde13723a567aa422a22,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1993-05-08
Loan,45f896031cc4b396e851a7990ef747de,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1999-12-31
Loan,476c082f0baa1cb3b8b1ebff2eab45d2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2017-03-14
Loan,5404bd45a2cedb6a468df540e424ed45,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2004-07-08
Loan,d6bccdc11b15ad8ee093674e7ccf08f1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2012-05-22
Loan,1320eb1c04c244b0ffb7f61ca9d3f9c4,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2000-04-14
Loan,72585bf5c516e8de15506ccb975a3da0,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-10-11
Loan,0f626353aa76e9349bdd32bfd072412a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2001-01-29
Loan,99cf99cd51cb37152547845ae34f35fe,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2013-08-31
Loan,ea48d8b5afaf6faa0c50cbe7e4e6d2e7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1998-03-04
Loan,d7d995744fb220315bd3801e066d0c86,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2008-09-03
Loan,3ec9780d7ae66d4876c4384a098bfdcb,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2017-05-13
Loan,a2c24db9c9244049eed2db54a0c096c9,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,2006-12-12
Loan,803bd8e159d1476d2a8260f040542cec,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,c174e2345683ddfa317900cdd6fcdd72,0,0,false,1993-11-15
Loan,434bc567f92e2c9de0bcc68706bf20d0,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,101000,LOAN,01,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1995-03-04
Loan,ab2b98a5d31f78213bdef7ee4c74989f,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,290000,LOAN,02,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1997-09-19
Loan,6813ec24e5d894b194a501365c72dd3c,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,10000,LOAN,01,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1998-01-07
Loan,d88d8b266948cd43f4adb18e4f9cdc82,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,800000,LOAN,02,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1995-08-06
Loan,9d8ae42bff9abd5474d57a450ad9f987,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,800000,LOAN,01,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1997-05-19
Loan,8dc0daea614520f4581c5f9f07a36e13,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,290000,LOAN,01,c3ca9b6871ccd9adff02a9806ae7c840,0,0,false,1994-12-15
Loan,849b899cae46a814e41a88533879561b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,c49c534a7afead2fb5cee9b27f06b132,0,0,false,2014-10-02
Loan,ce5e3223cd69aab0b5e2a13fda4c87b8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c49c534a7afead2fb5cee9b27f06b132,0,0,false,2009-02-23
Loan,b8ffc4861ac553d423b80c8c0d579fc3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,c49c534a7afead2fb5cee9b27f06b132,0,0,false,1999-12-24
Loan,c7ae5f68514dcb243f388023cb80ff88,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,c49c534a7afead2fb5cee9b27f06b132,0,0,false,2000-04-26
Loan,2ed57434836bb04f9d38245d23bbfd53,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,c49c534a7afead2fb5cee9b27f06b132,0,0,false,1994-07-17
Loan,58edb8801395f3ebd3ecaea94650ddd4,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,101000,LOAN,01,c4d4334a663b0db33fb2ce0fa88608db,0,0,false,2010-08-21
Current Account,93ebbd31d9ded838aeca5825495e187f,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,c4f3dc319142a47c98f7339e73ccf6da,0,0,false,2010-09-15
Current Account,0bb180895a7c4219adfe69172d3b0220,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,0,CA,02,c51d9664b8b4184b2606050480b777b9,0,0,false,2015-06-04
Loan,06947464e0a9c5d091873463c853532f,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,01,c5c8c7ea287586b2fffbbe5e798db5d0,0,0,false,1995-04-19
Loan,94129203114ffe26220106566140a2db,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,03,c5c8c7ea287586b2fffbbe5e798db5d0,0,0,false,2008-09-05
Loan,e1d536b872a6228df5a3e7464f5b95fd,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,265000,LOAN,03,c5c8c7ea287586b2fffbbe5e798db5d0,0,0,false,1998-03-06
Loan,a3c282a4a1467403a2c02cc74a067416,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,265000,LOAN,01,c5c8c7ea287586b2fffbbe5e798db5d0,0,0,false,1997-07-03
Loan,1dcdeff22ecd2a0b59bb5becb7fc02d8,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,265000,LOAN,03,cd9ca34914438e91280f71e52825d11e,0,0,false,2016-07-20
Current Account,9052ffbe743089ef9b0b714e0b6ccd3e,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Closed,0,CA,03,cdfe47044a0da8b9c8e4ebcf8be8da43,0,0,false,2011-09-10
Loan,cc438a51c71908cb189a341eab258253,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,cf572205476ba67614a0d00c51a71ad1,0,0,false,2007-04-27
Loan,ed6f80f63645de50283068eaea56802c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,cf572205476ba67614a0d00c51a71ad1,0,0,false,2007-01-09
Loan,41934af8b41608dc23dd6ab3e1ca9a84,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,cf572205476ba67614a0d00c51a71ad1,0,0,false,2009-01-08
Loan,d987281ee35afce433bbb6d0fbc04c7e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,cf572205476ba67614a0d00c51a71ad1,0,0,false,1999-10-01
Loan,554acbe704c388626855bf1d2e08e4e2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,cf572205476ba67614a0d00c51a71ad1,0,0,false,2001-04-05
Loan,170c148e3d8ae81dd757897e58941793,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,265000,LOAN,02,d1c453c50cbb5d75517fba42046e30e1,0,0,false,2016-03-31
Current Account,15c6fe6f11e2f633607dabbed3dec223,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,d673ea115e972b6265c4836ce960e550,0,0,false,2011-11-24
Current Account,c951d978eee5ac83a594ad33126d8833,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,d673ea115e972b6265c4836ce960e550,0,0,false,2012-03-01
Current Account,33b87743c0565d8951df7458e53f657f,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,01,d673ea115e972b6265c4836ce960e550,0,0,true,2013-08-14
Current Account,5f200c731c92cd0037f47b0462eb69e5,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,01,d673ea115e972b6265c4836ce960e550,0,0,true,2021-11-16
Current Account,c97ba5d0f0d6e3b0d831843feabf66ae,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,03,d673ea115e972b6265c4836ce960e550,0,0,false,2010-02-16
Current Account,6b126e2f8683630d8323459039184117,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,03,d673ea115e972b6265c4836ce960e550,0,0,false,2016-01-30
Current Account,59704c54362393977b518eaf3614becb,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,03,d673ea115e972b6265c4836ce960e550,0,0,false,2017-01-11
Current Account,ceffd63eee66886f6c5e687b6df22156,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,0,CA,01,d93a0df63859fde689940a9b8f7817f8,0,0,true,2015-01-30
Current Account,3652140be2a810c1fa68316edef23508,3dd883b9b9e6846c485456dd85cb855c,Legal Entity C,Open,0,CA,03,d96e48950b0ee61a1c6548c4dd7f225e,0,0,false,2005-03-31
Loan,839392850d6669fa66dd2c86e77dfc6c,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,10000,LOAN,02,de0b0731f1a795b2340713a5056d520f,0,0,false,1995-04-02
Loan,47251ea9b37aa6073283ba4216cd6765,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,101000,LOAN,01,de0b0731f1a795b2340713a5056d520f,0,0,false,2001-08-21
Loan,c43887587aef37dae89c89ee3f85f516,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,01,de0b0731f1a795b2340713a5056d520f,0,0,false,2000-10-13
Loan,7058edf441212ce2752f4575e7dff7ef,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,02,de0b0731f1a795b2340713a5056d520f,0,0,false,1995-06-27
Loan,1e1ad32e79b64f3ce50de200f07f2daf,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,10000,LOAN,01,de0b0731f1a795b2340713a5056d520f,0,0,false,1995-03-14
Loan,591909b76e01120f588396a3da60b463,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,265000,LOAN,02,de0b0731f1a795b2340713a5056d520f,0,0,false,2003-04-14
Loan,aff291de3bea58fc2d61eac7baffa336,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,02,de0b0731f1a795b2340713a5056d520f,0,0,false,2016-07-09
Loan,f5dfcc3ddd19b869e0e904c10d6e2c52,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,10000,LOAN,03,de0b0731f1a795b2340713a5056d520f,0,0,false,1995-09-21
Loan,01ebedad607605a39581faad027e8c72,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,10000,LOAN,03,de50003d2715ef3128c0f40513cecedf,0,0,false,2019-05-08
Current Account,740ce3e018b7fabcef7de74c740504bf,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,03,e0bb0699721e932cf09fdb6e56c2208e,0,0,false,2006-03-14
Current Account,4581125b04d74819cbd274ea3a65a051,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,03,e0bb0699721e932cf09fdb6e56c2208e,0,0,false,2016-07-02
Loan,82ce4a4c86590f2155c6928ee31e2bb3,61504005e159224ecbc2f13f8abfe067,Legal Entity B,Open,265000,LOAN,02,e13faf09eaf2abffcc74c1e68bd45b72,0,0,false,2007-01-04
Loan,2796bfa4a6614ff8fedd768ed0bc7118,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,101000,LOAN,02,e7d2802721d56f14d0f434f7d34398c0,0,0,false,2008-10-24
Loan,6bb005b0258ed0e68d70eaa172a2faeb,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,03,e7d2802721d56f14d0f434f7d34398c0,0,0,false,2005-08-16
Loan,f00ca2c5795d2b84d045edfef4d89fb5,f948de284c4b89a91837580e5d70cfad,Legal Entity D,Open,800000,LOAN,01,e7d2802721d56f14d0f434f7d34398c0,0,0,false,2012-06-05
Loan,c499fd07261469ef530ef92957cd8f5e,1f7e68f1772022850e1287cb0dd3d3b9,Legal Entity A,Open,290000,LOAN,03,ea5ebe0b31ee13210661173ef6283090,0,0,false,2001-09-23
Current Account,14d7a29e03f8db36724556b1ae616c00,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Defaulted,0,CA,01,ec73c65a40d087f2b9d576bfe3041a7e,0,0,true,2004-03-16
Current Account,a3b5616f3f9d38b4516b2500f8a13638,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,ec73c65a40d087f2b9d576bfe3041a7e,0,0,false,2008-05-10
Current Account,e2d6a20821a47ceb2cf6464f09a57045,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,ec73c65a40d087f2b9d576bfe3041a7e,0,0,false,2013-08-20
Current Account,556b75e5874a41b96acda07e14b346e7,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Defaulted,0,CA,02,ec73c65a40d087f2b9d576bfe3041a7e,0,0,false,2006-04-04
Current Account,096daf9ebf7b8a278ecc67449e0e6a79,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,03,ec73c65a40d087f2b9d576bfe3041a7e,0,0,false,2007-03-10
